Survived,Age,Fare,Pclass_1,Pclass_2,Pclass_3,Embarked_1,Embarked_2,Embarked_3,Age_Male,Age_Female,Sex_Male,Sex_Female
0,21,8.05,0,0,1,1,0,0,0,1,1,0
0,28,14.46,0,0,1,0,1,0,0,1,1,0
1,54,78.27,1,0,0,0,1,0,0,1,0,1
0,28,15.1,0,0,1,1,0,0,0,1,1,0
0,25,151.55,1,0,0,1,0,0,0,1,0,1
0,24,7.8,0,0,1,1,0,0,0,1,1,0
0,17,8.66,0,0,1,1,0,0,0,1,1,0
0,21,7.75,0,0,1,0,0,1,0,1,0,1
0,28,7.63,0,0,1,0,0,1,0,1,0,1
0,37,9.59,0,0,1,1,0,0,0,1,0,1
1,16,86.5,1,0,0,1,0,0,0,1,0,1
0,18,108.9,1,0,0,0,1,0,0,1,1,0
1,33,26.0,0,1,0,1,0,0,0,1,0,1
1,28,26.55,1,0,0,1,0,0,0,1,1,0
0,28,22.52,0,0,1,1,0,0,0,1,1,0
1,26,56.5,0,0,1,1,0,0,0,1,1,0
1,29,7.75,0,0,1,0,0,1,0,1,1,0
0,28,8.05,0,0,1,1,0,0,0,1,1,0
1,36,26.29,1,0,0,1,0,0,0,1,1,0
1,54,59.4,1,0,0,0,1,0,0,1,0,1
0,24,7.5,0,0,1,1,0,0,0,1,1,0
0,47,34.02,1,0,0,1,0,0,0,1,1,0
1,34,10.5,0,1,0,1,0,0,0,1,0,1
0,28,24.15,0,0,1,0,0,1,0,1,1,0
1,36,26.0,0,1,0,1,0,0,0,1,0,1
0,32,7.9,0,0,1,1,0,0,0,1,1,0
1,30,93.5,1,0,0,1,0,0,0,1,0,1
0,22,7.9,0,0,1,1,0,0,0,1,1,0
0,28,7.22,0,0,1,0,1,0,0,1,1,0
1,44,57.98,1,0,0,0,1,0,0,1,0,1
0,28,7.23,0,0,1,0,1,0,0,1,1,0
0,40,7.75,0,0,1,0,0,1,0,1,1,0
1,50,10.5,0,1,0,1,0,0,0,1,0,1
0,28,221.78,1,0,0,1,0,0,0,1,1,0
0,39,7.92,0,0,1,1,0,0,0,1,1,0
0,23,11.5,0,1,0,1,0,0,0,1,1,0
1,2,26.0,0,1,0,1,0,0,0,1,0,1
0,28,7.23,0,0,1,0,1,0,0,1,1,0
0,17,7.23,0,0,1,0,1,0,0,1,1,0
1,28,22.36,0,0,1,0,1,0,0,1,0,1
0,30,8.66,0,0,1,1,0,0,0,1,0,1
1,7,26.25,0,1,0,1,0,0,0,1,0,1
0,45,26.55,1,0,0,1,0,0,0,1,1,0
1,30,106.42,1,0,0,0,1,0,0,1,0,1
0,28,14.5,0,0,1,1,0,0,0,1,1,0
1,22,49.5,1,0,0,0,1,0,0,1,0,1
1,36,71.0,1,0,0,1,0,0,0,1,0,1
0,9,31.27,0,0,1,1,0,0,0,1,0,1
0,11,31.27,0,0,1,1,0,0,0,1,0,1
1,32,26.0,0,1,0,1,0,0,0,1,1,0
0,50,106.42,1,0,0,0,1,0,0,1,1,0
0,64,26.0,1,0,0,1,0,0,0,1,1,0
1,19,26.0,0,1,0,1,0,0,0,1,0,1
1,28,13.86,0,1,0,0,1,0,0,1,1,0
0,33,20.52,0,0,1,1,0,0,0,1,1,0
1,8,36.75,0,1,0,1,0,0,0,1,1,0
1,17,110.88,1,0,0,0,1,0,0,1,1,0
0,27,26.0,0,1,0,1,0,0,0,1,1,0
0,28,7.83,0,0,1,0,0,1,0,1,1,0
1,22,7.22,0,0,1,0,1,0,0,1,1,0
1,22,7.78,0,0,1,1,0,0,0,1,0,1
0,62,26.55,1,0,0,1,0,0,0,1,1,0
1,48,39.6,1,0,0,0,1,0,0,1,0,1
0,28,227.53,1,0,0,0,1,0,0,1,1,0
1,39,79.65,1,0,0,1,0,0,0,1,0,1
1,36,17.4,0,0,1,1,0,0,0,1,0,1
0,28,7.75,0,0,1,0,0,1,0,1,1,0
0,40,7.9,0,0,1,1,0,0,0,1,1,0
0,28,13.5,0,1,0,1,0,0,0,1,1,0
0,28,8.05,0,0,1,1,0,0,0,1,1,0
0,28,8.05,0,0,1,1,0,0,0,1,0,1
0,24,24.15,0,0,1,1,0,0,0,1,1,0
0,19,7.9,0,0,1,1,0,0,0,1,1,0
0,29,21.07,0,0,1,1,0,0,0,1,0,1
0,28,7.23,0,0,1,0,1,0,0,1,1,0
1,32,7.85,0,0,1,1,0,0,0,1,1,0
1,62,10.5,0,1,0,1,0,0,0,1,1,0
1,53,51.48,1,0,0,1,0,0,0,1,0,1
1,36,26.39,1,0,0,1,0,0,0,1,1,0
1,28,7.75,0,0,1,0,0,1,0,1,0,1
0,16,8.05,0,0,1,1,0,0,0,1,1,0
0,19,14.5,0,0,1,1,0,0,0,1,1,0
1,34,13.0,0,1,0,1,0,0,0,1,0,1
1,39,55.9,1,0,0,1,0,0,0,1,0,1
0,28,14.46,0,0,1,0,1,0,0,1,0,1
1,32,7.92,0,0,1,1,0,0,0,1,1,0
1,25,30.0,0,1,0,1,0,0,0,1,0,1
1,39,110.88,1,0,0,0,1,0,0,1,0,1
0,54,26.0,0,1,0,1,0,0,0,1,1,0
0,36,40.12,1,0,0,0,1,0,0,1,1,0
0,28,8.71,0,0,1,0,1,0,0,1,1,0
1,18,79.65,1,0,0,1,0,0,0,1,0,1
0,47,15.0,0,1,0,1,0,0,0,1,1,0
1,60,79.2,1,0,0,0,1,0,0,1,1,0
0,22,8.05,0,0,1,1,0,0,0,1,1,0
0,28,8.05,0,0,1,1,0,0,0,1,1,0
0,35,7.12,0,0,1,1,0,0,0,1,1,0
1,52,78.27,1,0,0,0,1,0,0,1,0,1
0,47,7.25,0,0,1,1,0,0,0,1,1,0
0,28,7.75,0,0,1,0,0,1,0,1,0,1
0,37,26.0,0,1,0,1,0,0,0,1,1,0
0,36,24.15,0,0,1,1,0,0,0,1,1,0
1,28,33.0,0,1,0,1,0,0,0,1,0,1
0,49,0.0,0,0,1,1,0,0,0,1,1,0
0,28,7.22,0,0,1,0,1,0,0,1,1,0
1,49,56.93,1,0,0,0,1,0,0,1,1,0
1,24,27.0,0,1,0,1,0,0,0,1,0,1
0,28,7.9,0,0,1,1,0,0,0,1,1,0
0,28,42.4,1,0,0,1,0,0,0,1,1,0
0,44,8.05,0,0,1,1,0,0,0,1,1,0
1,35,26.55,1,0,0,0,1,0,0,1,1,0
0,36,15.55,0,0,1,1,0,0,0,1,1,0
0,30,7.9,0,0,1,1,0,0,0,1,1,0
1,27,30.5,1,0,0,1,0,0,0,1,1,0
1,22,41.58,0,1,0,0,1,0,0,1,0,1
1,40,153.46,1,0,0,1,0,0,0,1,0,1
0,39,31.27,0,0,1,1,0,0,0,1,0,1
0,28,7.05,0,0,1,1,0,0,0,1,1,0
1,28,15.5,0,0,1,0,0,1,0,1,0,1
0,28,7.75,0,0,1,0,0,1,0,1,1,0
0,35,8.05,0,0,1,1,0,0,0,1,1,0
1,24,65.0,0,1,0,1,0,0,0,1,0,1
0,34,14.4,0,0,1,1,0,0,0,1,1,0
0,26,16.1,0,0,1,1,0,0,0,1,0,1
1,4,39.0,0,1,0,1,0,0,0,1,0,1
0,26,10.5,0,1,0,1,0,0,0,1,1,0
0,27,14.45,0,0,1,0,1,0,0,1,1,0
1,42,52.55,1,0,0,1,0,0,0,1,1,0
1,20,15.74,0,0,1,0,1,0,0,1,1,0
0,21,7.85,0,0,1,1,0,0,0,1,1,0
0,21,16.1,0,0,1,1,0,0,0,1,1,0
0,61,32.32,1,0,0,1,0,0,0,1,1,0
0,57,12.35,0,1,0,0,0,1,0,1,1,0
1,21,77.96,1,0,0,1,0,0,0,1,0,1
0,26,7.9,0,0,1,1,0,0,0,1,1,0
0,28,7.73,0,0,1,0,0,1,0,1,1,0
1,80,30.0,1,0,0,1,0,0,0,1,1,0
0,51,7.05,0,0,1,1,0,0,0,1,1,0
1,32,30.5,1,0,0,0,1,0,0,1,1,0
0,28,0.0,1,0,0,1,0,0,0,1,1,0
0,9,27.9,0,0,1,1,0,0,0,1,0,1
1,28,13.0,0,1,0,1,0,0,0,1,0,1
0,32,7.92,0,0,1,1,0,0,0,1,1,0
0,31,26.25,0,1,0,1,0,0,0,1,1,0
0,41,39.69,0,0,1,1,0,0,0,1,0,1
0,28,16.1,0,0,1,1,0,0,0,1,1,0
0,20,7.85,0,0,1,1,0,0,0,1,1,0
1,24,69.3,1,0,0,0,1,0,0,1,0,1
0,2,27.9,0,0,1,1,0,0,0,1,0,1
1,28,56.5,0,0,1,1,0,0,0,1,1,0
1,1,19.26,0,0,1,0,1,0,0,1,0,1
1,48,76.73,1,0,0,0,1,0,0,1,1,0
0,19,7.9,0,0,1,1,0,0,0,1,1,0
1,56,35.5,1,0,0,0,1,0,0,1,1,0
0,28,7.55,0,0,1,1,0,0,0,1,1,0
1,23,7.55,0,0,1,1,0,0,0,1,0,1
0,28,7.9,0,0,1,1,0,0,0,1,1,0
1,18,23.0,0,1,0,1,0,0,0,1,0,1
0,21,8.43,0,0,1,1,0,0,0,1,1,0
1,28,7.83,0,0,1,0,0,1,0,1,0,1
0,18,6.75,0,0,1,0,0,1,0,1,0,1
0,24,73.5,0,1,0,1,0,0,0,1,1,0
0,28,7.9,0,0,1,1,0,0,0,1,1,0
0,32,15.5,0,0,1,0,0,1,0,1,0,1
0,23,13.0,0,1,0,1,0,0,0,1,1,0
0,58,113.28,1,0,0,0,1,0,0,1,1,0
1,50,133.65,1,0,0,1,0,0,0,1,1,0
0,40,7.22,0,0,1,0,1,0,0,1,1,0
0,47,25.59,1,0,0,1,0,0,0,1,1,0
0,36,7.5,0,0,1,1,0,0,0,1,1,0
1,20,7.92,0,0,1,1,0,0,0,1,1,0
0,32,73.5,0,1,0,1,0,0,0,1,1,0
0,25,13.0,0,1,0,1,0,0,0,1,1,0
0,28,7.78,0,0,1,1,0,0,0,1,1,0
0,43,8.05,0,0,1,1,0,0,0,1,1,0
1,28,52.0,1,0,0,1,0,0,0,1,0,1
1,40,39.0,0,1,0,1,0,0,0,1,0,1
0,31,52.0,1,0,0,1,0,0,0,1,1,0
0,70,10.5,0,1,0,1,0,0,0,1,1,0
1,31,13.0,0,1,0,1,0,0,0,1,1,0
0,28,0.0,0,1,0,1,0,0,0,1,1,0
0,18,7.78,0,0,1,1,0,0,0,1,1,0
0,24,8.05,0,0,1,1,0,0,0,1,1,0
1,18,9.84,0,0,1,1,0,0,0,1,0,1
0,43,46.9,0,0,1,1,0,0,0,1,0,1
1,36,512.33,1,0,0,0,1,0,0,1,1,0
0,28,8.14,0,0,1,0,0,1,0,1,0,1
1,27,76.73,1,0,0,0,1,0,0,1,1,0
0,20,9.22,0,0,1,1,0,0,0,1,1,0
0,14,46.9,0,0,1,1,0,0,0,1,1,0
0,60,39.0,0,1,0,1,0,0,0,1,1,0
0,25,41.58,0,1,0,0,1,0,0,1,1,0
0,14,39.69,0,0,1,1,0,0,0,1,1,0
0,19,10.17,0,0,1,1,0,0,0,1,1,0
0,18,7.8,0,0,1,1,0,0,0,1,1,0
1,15,211.34,1,0,0,1,0,0,0,1,0,1
1,31,57.0,1,0,0,1,0,0,0,1,1,0
1,4,13.42,0,0,1,0,1,0,0,1,0,1
1,28,56.5,0,0,1,1,0,0,0,1,1,0
0,25,7.22,0,0,1,0,1,0,0,1,1,0
0,60,26.55,1,0,0,1,0,0,0,1,1,0
0,52,13.5,0,1,0,1,0,0,0,1,1,0
0,44,8.05,0,0,1,1,0,0,0,1,1,0
1,28,7.73,0,0,1,0,0,1,0,1,0,1
0,49,110.88,1,0,0,0,1,0,0,1,1,0
0,42,7.65,0,0,1,1,0,0,0,1,1,0
1,18,227.53,1,0,0,0,1,0,0,1,0,1
1,35,26.29,1,0,0,1,0,0,0,1,1,0
0,18,14.45,0,0,1,0,1,0,0,1,0,1
0,25,7.74,0,0,1,0,0,1,0,1,1,0
0,26,7.85,0,0,1,1,0,0,0,1,1,0
0,39,26.0,0,1,0,1,0,0,0,1,1,0
1,45,13.5,0,1,0,1,0,0,0,1,0,1
1,42,26.29,1,0,0,1,0,0,0,1,1,0
1,22,151.55,1,0,0,1,0,0,0,1,0,1
1,28,15.25,0,0,1,0,1,0,0,1,1,0
1,24,49.5,1,0,0,0,1,0,0,1,0,1
0,28,26.55,1,0,0,1,0,0,0,1,1,0
1,48,52.0,1,0,0,1,0,0,0,1,1,0
0,29,9.48,0,0,1,1,0,0,0,1,1,0
0,52,13.0,0,1,0,1,0,0,0,1,1,0
0,19,7.65,0,0,1,1,0,0,0,1,1,0
1,38,227.53,1,0,0,0,1,0,0,1,0,1
1,27,10.5,0,1,0,1,0,0,0,1,0,1
0,28,15.5,0,0,1,0,0,1,0,1,1,0
0,33,7.78,0,0,1,1,0,0,0,1,1,0
1,6,33.0,0,1,0,1,0,0,0,1,0,1
0,17,7.05,0,0,1,1,0,0,0,1,1,0
0,34,13.0,0,1,0,1,0,0,0,1,1,0
0,50,13.0,0,1,0,1,0,0,0,1,1,0
1,27,53.1,1,0,0,1,0,0,0,1,1,0
0,20,8.66,0,0,1,1,0,0,0,1,1,0
1,30,21.0,0,1,0,1,0,0,0,1,0,1
1,28,7.74,0,0,1,0,0,1,0,1,0,1
0,25,26.0,0,1,0,1,0,0,0,1,1,0
0,25,7.92,0,0,1,1,0,0,0,1,0,1
1,29,211.34,1,0,0,1,0,0,0,1,0,1
0,11,18.79,0,0,1,0,1,0,0,1,1,0
0,28,0.0,0,1,0,1,0,0,0,1,1,0
0,23,13.0,0,1,0,1,0,0,0,1,1,0
0,23,13.0,0,1,0,1,0,0,0,1,1,0
0,28,16.1,0,0,1,1,0,0,0,1,1,0
0,48,34.38,0,0,1,1,0,0,0,1,0,1
1,35,512.33,1,0,0,0,1,0,0,1,1,0
0,28,7.9,0,0,1,1,0,0,0,1,1,0
0,28,7.9,0,0,1,1,0,0,0,1,1,0
1,28,30.0,1,0,0,1,0,0,0,1,1,0
0,36,78.85,1,0,0,1,0,0,0,1,1,0
1,21,262.38,1,0,0,0,1,0,0,1,0,1
0,24,16.1,0,0,1,1,0,0,0,1,1,0
1,31,7.92,0,0,1,1,0,0,0,1,1,0
0,70,71.0,1,0,0,1,0,0,0,1,1,0
0,16,20.25,0,0,1,1,0,0,0,1,1,0
1,30,13.0,0,1,0,1,0,0,0,1,0,1
0,19,53.1,1,0,0,1,0,0,0,1,1,0
0,31,7.75,0,0,1,0,0,1,0,1,1,0
1,4,23.0,0,1,0,1,0,0,0,1,0,1
1,6,12.47,0,0,1,1,0,0,0,1,1,0
0,33,9.5,0,0,1,1,0,0,0,1,1,0
0,23,7.9,0,0,1,1,0,0,0,1,1,0
1,48,65.0,0,1,0,1,0,0,0,1,0,1
1,1,14.5,0,1,0,1,0,0,0,1,1,0
0,28,7.8,0,0,1,1,0,0,0,1,1,0
0,18,11.5,0,1,0,1,0,0,0,1,1,0
0,34,8.05,0,0,1,1,0,0,0,1,1,0
1,33,86.5,1,0,0,1,0,0,0,1,0,1
0,28,14.5,0,0,1,1,0,0,0,1,1,0
0,41,7.12,0,0,1,1,0,0,0,1,1,0
1,20,7.23,0,0,1,0,1,0,0,1,1,0
1,36,120.0,1,0,0,1,0,0,0,1,0,1
0,16,7.78,0,0,1,1,0,0,0,1,1,0
1,51,77.96,1,0,0,1,0,0,0,1,0,1
0,28,39.6,1,0,0,0,1,0,0,1,1,0
0,30,7.75,0,0,1,0,0,1,0,1,0,1
0,28,24.15,0,0,1,0,0,1,0,1,1,0
0,32,8.36,0,0,1,1,0,0,0,1,1,0
0,24,9.5,0,0,1,1,0,0,0,1,1,0
0,48,7.85,0,0,1,1,0,0,0,1,1,0
0,57,10.5,0,1,0,1,0,0,0,1,0,1
0,28,7.22,0,0,1,0,1,0,0,1,1,0
1,54,23.0,0,1,0,1,0,0,0,1,0,1
0,18,7.75,0,0,1,1,0,0,0,1,1,0
0,28,7.75,0,0,1,0,0,1,0,1,1,0
1,5,12.47,0,0,1,1,0,0,0,1,0,1
0,28,7.74,0,0,1,0,0,1,0,1,1,0
1,43,211.34,1,0,0,1,0,0,0,1,0,1
1,13,7.23,0,0,1,0,1,0,0,1,0,1
1,17,57.0,1,0,0,1,0,0,0,1,0,1
0,29,30.0,1,0,0,1,0,0,0,1,1,0
0,28,23.45,0,0,1,1,0,0,0,1,1,0
0,25,7.05,0,0,1,1,0,0,0,1,1,0
0,25,7.25,0,0,1,1,0,0,0,1,1,0
1,18,7.5,0,0,1,1,0,0,0,1,0,1
0,8,29.12,0,0,1,0,0,1,0,1,1,0
1,1,20.57,0,0,1,1,0,0,1,1,1,0
0,46,79.2,1,0,0,0,1,0,0,1,1,0
0,28,7.75,0,0,1,0,0,1,0,1,1,0
0,16,26.0,0,1,0,1,0,0,0,1,1,0
0,28,69.55,0,0,1,1,0,0,0,1,0,1
0,28,30.7,1,0,0,0,1,0,0,1,1,0
0,25,7.9,0,0,1,1,0,0,0,1,1,0
0,39,13.0,0,1,0,1,0,0,0,1,1,0
1,49,25.93,1,0,0,1,0,0,0,1,0,1
1,31,8.68,0,0,1,1,0,0,0,1,0,1
0,30,7.23,0,0,1,0,1,0,0,1,1,0
0,30,24.15,0,0,1,1,0,0,0,1,0,1
0,34,13.0,0,1,0,1,0,0,0,1,1,0
1,31,26.25,0,1,0,1,0,0,0,1,0,1
1,11,120.0,1,0,0,1,0,0,0,1,1,0
1,0,8.52,0,0,1,0,1,0,0,1,1,0
1,27,6.97,0,0,1,1,0,0,0,1,1,0
0,31,7.78,0,0,1,1,0,0,0,1,1,0
0,39,0.0,1,0,0,1,0,0,0,1,1,0
0,18,7.78,0,0,1,1,0,0,0,1,0,1
0,39,13.0,0,1,0,1,0,0,0,1,1,0
1,33,53.1,1,0,0,1,0,0,0,1,0,1
0,26,7.89,0,0,1,1,0,0,0,1,1,0
0,39,24.15,0,0,1,1,0,0,0,1,1,0
0,35,10.5,0,1,0,1,0,0,0,1,1,0
0,6,31.27,0,0,1,1,0,0,0,1,0,1
0,30,8.05,0,0,1,1,0,0,0,1,1,0
0,28,0.0,1,0,0,1,0,0,0,1,1,0
0,23,7.92,0,0,1,1,0,0,0,1,0,1
0,31,37.0,0,1,0,0,1,0,0,1,1,0
0,43,6.45,0,0,1,1,0,0,0,1,1,0
0,10,27.9,0,0,1,1,0,0,0,1,1,0
1,52,93.5,1,0,0,1,0,0,0,1,0,1
1,27,8.66,0,0,1,1,0,0,0,1,1,0
0,38,0.0,1,0,0,1,0,0,0,1,1,0
1,27,12.47,0,0,1,1,0,0,0,1,0,1
0,2,39.69,0,0,1,1,0,0,0,1,1,0
0,28,6.95,0,0,1,0,0,1,0,1,1,0
0,28,56.5,0,0,1,1,0,0,0,1,1,0
1,1,37.0,0,1,0,0,1,0,1,1,1,0
1,28,7.75,0,0,1,0,0,1,0,1,1,0
1,62,80.0,1,0,0,1,0,0,0,1,0,1
1,15,14.45,0,0,1,0,1,0,0,1,0,1
1,1,18.75,0,1,0,1,0,0,0,1,1,0
0,28,7.23,0,0,1,0,1,0,0,1,1,0
0,23,7.85,0,0,1,1,0,0,0,1,1,0
0,18,8.3,0,0,1,1,0,0,0,1,1,0
1,39,83.16,1,0,0,0,1,0,0,1,0,1
0,21,8.66,0,0,1,1,0,0,0,1,1,0
0,28,8.05,0,0,1,1,0,0,0,1,1,0
1,32,56.5,0,0,1,1,0,0,0,1,1,0
1,28,29.7,1,0,0,0,1,0,0,1,1,0
0,20,7.92,0,0,1,1,0,0,0,1,1,0
0,16,10.5,0,1,0,1,0,0,0,1,1,0
1,30,31.0,1,0,0,0,1,0,0,1,0,1
0,34,6.44,0,0,1,0,1,0,0,1,1,0
0,17,8.66,0,0,1,1,0,0,0,1,1,0
0,42,7.55,0,0,1,1,0,0,0,1,1,0
0,28,69.55,0,0,1,1,0,0,0,1,1,0
0,35,7.9,0,0,1,0,1,0,0,1,1,0
0,28,33.0,0,1,0,1,0,0,0,1,1,0
1,28,89.1,1,0,0,0,1,0,0,1,0,1
0,4,31.27,0,0,1,1,0,0,0,1,1,0
0,74,7.78,0,0,1,1,0,0,0,1,1,0
0,9,15.25,0,0,1,0,1,0,0,1,0,1
1,16,39.4,1,0,0,1,0,0,0,1,0,1
0,44,26.0,0,1,0,1,0,0,0,1,0,1
1,18,9.35,0,0,1,1,0,0,0,1,0,1
1,45,164.87,1,0,0,1,0,0,0,1,0,1
1,51,26.55,1,0,0,1,0,0,0,1,1,0
1,24,19.26,0,0,1,0,1,0,0,1,0,1
0,28,7.23,0,0,1,0,1,0,0,1,1,0
0,41,14.11,0,0,1,1,0,0,0,1,1,0
0,21,11.5,0,1,0,1,0,0,0,1,1,0
1,48,25.93,1,0,0,1,0,0,0,1,0,1
0,28,69.55,0,0,1,1,0,0,0,1,0,1
0,24,13.0,0,1,0,1,0,0,0,1,1,0
1,42,13.0,0,1,0,1,0,0,0,1,0,1
1,27,13.86,0,1,0,0,1,0,0,1,0,1
0,31,50.5,1,0,0,1,0,0,0,1,1,0
0,28,9.5,0,0,1,1,0,0,0,1,1,0
1,4,11.13,0,0,1,1,0,0,0,1,1,0
0,26,7.9,0,0,1,1,0,0,0,1,1,0
1,47,52.55,1,0,0,1,0,0,0,1,0,1
0,33,5.0,1,0,0,1,0,0,0,1,1,0
0,47,9.0,0,0,1,1,0,0,0,1,1,0
1,28,24.0,0,1,0,0,1,0,0,1,0,1
1,15,7.22,0,0,1,0,1,0,0,1,0,1
0,20,9.85,0,0,1,1,0,0,0,1,1,0
0,19,7.9,0,0,1,1,0,0,0,1,1,0
0,28,7.9,0,0,1,1,0,0,0,1,1,0
1,56,83.16,1,0,0,0,1,0,0,1,0,1
1,25,26.0,0,1,0,1,0,0,0,1,0,1
0,33,7.9,0,0,1,1,0,0,0,1,1,0
0,22,10.52,0,0,1,1,0,0,0,1,0,1
0,28,10.5,0,1,0,1,0,0,0,1,1,0
0,25,7.05,0,0,1,1,0,0,0,1,1,0
0,39,29.12,0,0,1,0,0,1,0,1,0,1
0,27,13.0,0,1,0,1,0,0,0,1,1,0
1,19,30.0,1,0,0,1,0,0,0,1,0,1
0,28,23.45,0,0,1,1,0,0,0,1,0,1
1,26,30.0,1,0,0,0,1,0,0,1,1,0
0,32,7.75,0,0,1,0,0,1,0,1,1,0
